customer_id,segment,region,company_size,total_orders,total_order_items,total_revenue,avg_discount_pct,share_order_items_discounted,product_diversity,avg_margin_proxy_pct,realized_price_cv,share_orders_discounted,share_orders_high_discount,repeat_discount_behavior,weighted_discount_pct,revenue_high_discount_share,high_discount_revenue_value
C00825,Enterprise,Europe,Large,33,74,4187987.4499999997,0.21306351351351352,1.0,28,0.43019616176033515,0.46402509370693057,1.0,0.7575757575757576,0.53125,0.2112876059162987,0.612030446748354,2563175.83
C00779,Enterprise,LATAM,Large,33,63,3347087.82,0.21396825396825397,1.0,22,0.4425005244184512,0.49099154784170507,1.0,0.7575757575757576,0.5625,0.21485684205046404,0.6118420519961141,2047889.08
C00024,Enterprise,Europe,Large,16,36,2265272.88,0.21356944444444445,1.0,19,0.4421832352504758,0.5359972674159497,1.0,0.875,0.8,0.21221847375467445,0.6071063412015951,1375261.53
C00842,Enterprise,LATAM,Large,29,75,4504963.11,0.20748933333333333,1.0,24,0.41186738887541713,0.47314714556918425,1.0,0.8275862068965517,0.6428571428571429,0.20748355357391818,0.6047064389834703,2724180.1999999997
C01071,Enterprise,Europe,Large,15,31,1756380.0,0.21051935483870968,1.0,18,0.4381923406520656,0.5961497875933851,1.0,0.6666666666666666,0.5,0.20844898824300392,0.5987541762033274,1051639.86
C00787,Enterprise,North America,Enterprise,24,56,6181760.01,0.20879107142857142,1.0,26,0.43782306807064714,0.5427258507804252,1.0,0.9166666666666666,0.8260869565217391,0.2099184569440415,0.5932094038053736,3667078.17
C01198,Mid-Market,North America,Large,5,11,513364.07,0.20363636363636364,1.0,9,0.45033876315608995,0.6005136491185165,1.0,1.0,1.0,0.2075028319089946,0.5931691518652639,304511.73
C00023,Public Sector,APAC,Enterprise,5,15,1482631.09,0.20268666666666668,1.0,13,0.46802743849376266,0.36183983520985047,1.0,0.6,0.25,0.20533651567705538,0.589116683098828,873442.7100000001
C00186,Mid-Market,North America,Medium,15,31,712857.82,0.1942451612903226,1.0,18,0.5165929235959543,0.5318263048454687,1.0,0.5333333333333333,0.2857142857142857,0.20721960437582254,0.5874748908555145,418786.07
C00563,Enterprise,North America,Large,15,35,1741477.28,0.2148342857142857,1.0,19,0.45586205347970155,0.5525947371567562,1.0,0.9333333333333333,0.8571428571428571,0.21301626349440594,0.5867170027047381,1021754.3300000001
C00529,Enterprise,North America,Large,25,63,3674553.46,0.20546825396825397,1.0,26,0.449790456296909,0.5479247988387685,1.0,0.72,0.5416666666666666,0.20454153677224243,0.5827353209878187,2141292.09
C00922,Enterprise,North America,Large,34,77,4360660.71,0.21193246753246753,1.0,24,0.4424672607414608,0.49046540351618473,1.0,0.7941176470588235,0.696969696969697,0.2105269540156002,0.5820610106581762,2538170.58
C00527,Public Sector,North America,Enterprise,2,4,198915.97999999998,0.1928,1.0,4,0.49819753840256364,0.21106888303588958,1.0,0.5,0.0,0.19986486574936607,0.5809414608117458,115558.54000000001
C00846,Enterprise,North America,Large,35,83,5160789.76,0.2080710843373494,1.0,25,0.4097276338752579,0.4792031522866225,1.0,0.8,0.6764705882352942,0.21091699917688927,0.5804694841899547,2995680.97
C00358,Enterprise,Europe,Enterprise,12,20,1942238.47,0.21390000000000003,1.0,12,0.4513009926981651,0.4212894470148581,1.0,0.6666666666666666,0.45454545454545453,0.211146773021636,0.5787066559339648,1123986.33
C00506,Enterprise,APAC,Enterprise,24,50,4999155.28,0.202644,1.0,25,0.4599851845089586,0.5001012551245152,1.0,0.8333333333333334,0.6521739130434783,0.2032860409836378,0.5768054998283629,2883540.26
C01106,Enterprise,North America,Large,53,118,6502541.98,0.20953898305084745,1.0,26,0.41657024418322935,0.47501900081959264,1.0,0.8490566037735849,0.6923076923076923,0.20733925851912782,0.572658080709538,3723733.2099999995
C01114,Enterprise,North America,Enterprise,74,163,16024767.96,0.20193251533742332,1.0,28,0.42494681901158793,0.4693985431000317,1.0,0.6756756756756757,0.4931506849315068,0.20348106805642163,0.5692362150122515,9121878.26
C00280,Enterprise,Europe,Large,18,49,2215330.35,0.2051734693877551,1.0,20,0.45966765034595775,0.5354308087525789,1.0,0.9444444444444444,0.9411764705882353,0.20131346483786974,0.5675175533075688,1257238.86
C00021,Enterprise,North America,Large,35,88,5098768.38,0.2089875,1.0,27,0.4479681159083084,0.5043420050905536,1.0,0.8285714285714286,0.7058823529411765,0.20735000589698,0.5664732823184253,2888316.06
C01082,Enterprise,North America,Enterprise,34,79,7448133.59,0.20750379746835446,1.0,25,0.43528629082590176,0.45116889571235824,1.0,0.8235294117647058,0.6666666666666666,0.20627450814254547,0.5644975938193397,4204453.49
C01084,Enterprise,LATAM,Large,41,88,5033953.56,0.20478636363636363,1.0,25,0.4287051904119272,0.45952052352641054,1.0,0.7804878048780488,0.6,0.20743369704233838,0.564397085935771,2841148.72
C00353,Mid-Market,North America,Large,13,26,1250548.78,0.1921846153846154,1.0,15,0.4837176374218475,0.4919020394037799,1.0,0.6153846153846154,0.4166666666666667,0.19559305678209626,0.5598898189321332,700169.53
C00045,Enterprise,North America,Large,47,111,7022957.2,0.19895855855855854,1.0,24,0.4364673187963567,0.44918399001934906,1.0,0.7659574468085106,0.5434782608695652,0.202664194982055,0.5593248681623746,3928114.6099999994
C00235,Enterprise,North America,Large,19,39,2234125.83,0.20544871794871794,1.0,16,0.4095751799477686,0.4851737638702332,1.0,0.7894736842105263,0.6111111111111112,0.20832704136157312,0.5586422721767644,1248077.13
C00711,Public Sector,North America,Large,6,14,650680.64,0.19480714285714287,1.0,8,0.3501367020940561,0.24875122003413414,1.0,0.6666666666666666,0.4,0.19651317667085852,0.5522997118832366,359370.73
C00403,Enterprise,Europe,Large,75,174,10476771.16,0.20365,1.0,28,0.4302383628850241,0.4755132582160395,1.0,0.72,0.5405405405405406,0.20462070913208333,0.5519250952122543,5782392.92
C00118,Mid-Market,North America,Medium,25,54,1287871.3900000001,0.20422222222222222,1.0,22,0.508572105302971,0.5257915093126236,1.0,0.68,0.375,0.20603901979108197,0.5506195847708054,709127.2100000001
C00655,Enterprise,APAC,Enterprise,16,38,3483386.01,0.20791842105263159,1.0,18,0.43909849842605336,0.5268266706168195,1.0,0.75,0.5333333333333333,0.20675492929636458,0.5500531363734793,1916047.4
C00883,Enterprise,Europe,Large,44,95,5255576.28,0.21016736842105266,1.0,27,0.43696436775613945,0.5015300735835766,1.0,0.7272727272727273,0.5116279069767442,0.20822391247814964,0.5493485920824652,2887143.43
C00116,Enterprise,Europe,Enterprise,29,65,5692906.9799999995,0.20323076923076924,1.0,23,0.4390390589436061,0.43664508646572475,1.0,0.7931034482758621,0.6071428571428571,0.202750930992425,0.5479406340133104,3119375.06
C00452,Enterprise,North America,Large,21,46,2306921.71,0.2102913043478261,1.0,24,0.43491688448938837,0.5050617292379799,1.0,0.8095238095238095,0.6,0.2033498554874056,0.5475894801822295,1263246.06
C00080,Enterprise,Europe,Enterprise,33,89,8355885.36,0.20098539325842696,1.0,26,0.4102706851041437,0.5047136832175176,1.0,0.7272727272727273,0.46875,0.20199682235781025,0.547156081375439,4571973.49
C00677,Enterprise,North America,Large,19,42,2453611.66,0.19588809523809522,1.0,18,0.43708721288885904,0.4364435535544388,1.0,0.631578947368421,0.3333333333333333,0.19738380467142144,0.5424938027886613,1331069.12
C00774,Enterprise,North America,Enterprise,27,62,5566753.74,0.20270806451612902,1.0,24,0.42477686395814584,0.41945563934026725,1.0,0.6666666666666666,0.46153846153846156,0.2061170770850605,0.5381231414055689,2995599.01
C00591,Enterprise,LATAM,Enterprise,6,15,1235778.59,0.20711333333333334,1.0,9,0.4118684683790329,0.45788087141807404,1.0,0.6666666666666666,0.4,0.20990567237032912,0.5374641423428447,664186.6799999999
C00367,Enterprise,North America,Large,26,48,2728475.2199999997,0.2010625,1.0,20,0.39399057930618336,0.4475463476904011,1.0,0.7307692307692307,0.52,0.1965684000009882,0.5359588385779805,1462350.41
C00876,Enterprise,Europe,Enterprise,14,27,2338852.96,0.19187407407407409,1.0,18,0.42957945274170345,0.3975545340524848,1.0,0.5714285714285714,0.23076923076923078,0.19702121793517843,0.5352428397208862,1251854.3
C00198,Enterprise,APAC,Large,16,36,2016460.85,0.20669166666666666,1.0,19,0.4361436402500596,0.4562507267518008,1.0,0.625,0.4666666666666667,0.20968360351696974,0.5347141502896027,1078230.15
C00382,Enterprise,North America,Large,46,108,6129162.1,0.20498425925925925,1.0,26,0.43189390283341894,0.5044867807234882,1.0,0.8043478260869565,0.6222222222222222,0.20342751778464843,0.5341615814011511,3273962.92
C01098,Enterprise,North America,Enterprise,15,32,3519014.88,0.204446875,1.0,16,0.4059183059518022,0.3851728821953329,1.0,0.7333333333333333,0.7142857142857143,0.20401037772466152,0.5325891290348849,1874189.0699999998
C00088,Mid-Market,North America,Large,7,17,1013244.05,0.18052941176470588,1.0,12,0.5391119344184568,0.5551141733833898,1.0,0.5714285714285714,0.3333333333333333,0.19204694145634554,0.5322899650878778,539339.64
C00468,Enterprise,North America,Large,27,60,3632690.07,0.20634499999999997,1.0,23,0.42093709906241955,0.49509941820937053,1.0,0.7037037037037037,0.5,0.20621475422195187,0.5284819632300755,1919811.1800000002
C00185,Enterprise,APAC,Large,12,30,2218305.32,0.20066,1.0,16,0.42570787832959067,0.3993140014278861,1.0,0.5833333333333334,0.45454545454545453,0.20423455343396793,0.5283248295144513,1171985.7800000003
C00862,Mid-Market,North America,Large,9,16,1149518.08,0.19444375,1.0,10,0.46470338229147706,0.4745613376465402,1.0,0.4444444444444444,0.25,0.19954232140506728,0.5280194549006136,606967.91
C01166,Enterprise,Europe,Enterprise,46,113,10591313.65,0.20261150442477877,1.0,28,0.43552856960771036,0.4670575821657563,1.0,0.6521739130434783,0.4,0.2041104653732813,0.515932752118997,5464405.6
C00105,Enterprise,LATAM,Large,10,25,1375031.05,0.202076,1.0,16,0.3956190945945729,0.479102725563986,1.0,0.6,0.3333333333333333,0.2045046092048234,0.515685278525165,709083.2700000001
C00942,Enterprise,Europe,Enterprise,15,36,3811435.69,0.21196111111111113,1.0,17,0.43280574848127573,0.4649860121853707,1.0,0.7333333333333333,0.5714285714285714,0.20934861735850502,0.515142967032457,1963434.29
C01018,Enterprise,APAC,Enterprise,73,174,15685060.81,0.1995028735632184,1.0,28,0.4325001116996284,0.4764681747564276,1.0,0.6986301369863014,0.5,0.199515366240127,0.5145725259065795,8071101.36
C00720,Public Sector,APAC,Large,22,44,2616412.82,0.20181136363636362,1.0,22,0.42967310963119093,0.4840497334324335,1.0,0.5909090909090909,0.38095238095238093,0.20213949397957368,0.514123268208111,1345158.7100000002
C00174,Enterprise,LATAM,Enterprise,11,20,1988482.86,0.20003500000000002,1.0,14,0.4341953827357455,0.4413238684421403,1.0,0.7272727272727273,0.5,0.20280687000226136,0.5132045241767887,1020498.4000000001
C01167,Enterprise,North America,Enterprise,18,38,4008658.1,0.20191315789473685,1.0,22,0.43994739338450206,0.5037007855427922,1.0,0.7222222222222222,0.5294117647058824,0.19774225002939372,0.5072403904937665,2033353.3
C00853,Enterprise,Europe,Large,18,44,2126119.79,0.1944409090909091,1.0,21,0.4329575492470035,0.45018260118799336,1.0,0.6666666666666666,0.4117647058823529,0.19745709485154897,0.5065823360780627,1077054.73
C00298,Enterprise,Europe,Large,16,39,1913071.63,0.19473076923076924,1.0,18,0.42319648736665344,0.38295349230050013,1.0,0.6875,0.5333333333333333,0.197233872978441,0.5065065232293472,968983.26
C00063,Mid-Market,North America,Medium,2,2,42127.78,0.19585,1.0,2,0.4105322943248146,0.4207962257521053,1.0,0.5,0.0,0.19597842440301902,0.5047429510883317,21263.699999999997
C00431,Enterprise,Europe,Large,21,48,2947930.06,0.19713125,1.0,20,0.4265668559954339,0.47103505669142903,1.0,0.7142857142857143,0.5,0.2017802098796943,0.5047345933302094,1487922.2799999998
C00434,Enterprise,Europe,Enterprise,31,70,6927998.2,0.20276999999999998,1.0,21,0.41187494759344084,0.5324033827451308,1.0,0.7741935483870968,0.5666666666666667,0.20065789071751688,0.5044720565891602,3494981.5
C00406,Enterprise,North America,Large,7,15,1190166.69,0.20185333333333333,1.0,12,0.4446898292924472,0.4411924497337931,1.0,0.7142857142857143,0.5,0.2069044076055645,0.5023260397247381,597851.7200000001
C00810,Public Sector,Europe,Large,3,10,559527.21,0.19052,1.0,8,0.33405962418853263,0.4732418917376969,1.0,1.0,1.0,0.19634862282933782,0.4970938946829771,278137.56
C00599,Public Sector,Europe,Enterprise,21,48,4504399.62,0.19219375000000002,1.0,20,0.4740185644937278,0.4971302793088396,1.0,0.7142857142857143,0.4,0.1985550327790394,0.49680749684460723,2237819.5
C00246,Enterprise,Europe,Enterprise,17,43,3926582.96,0.19592093023255813,1.0,20,0.41886014521515047,0.4864014464168872,1.0,0.7647058823529411,0.625,0.1951939262380146,0.4938394094187176,1939101.4100000001
C00623,Public Sector,Europe,Large,7,18,1206722.26,0.19321666666666668,1.0,13,0.4310134995128199,0.61446787033279,1.0,0.42857142857142855,0.0,0.19864679141790903,0.4936614743478752,595712.29
C00782,Enterprise,North America,Large,17,35,1904065.56,0.2032657142857143,1.0,19,0.41936303134659303,0.445133082836926,1.0,0.6470588235294118,0.4375,0.2003043388839825,0.4917124544808215,936252.75
C01193,Enterprise,North America,Enterprise,37,91,8441049.67,0.19455604395604395,1.0,27,0.4681544048237828,0.5255771365837985,1.0,0.7297297297297297,0.4722222222222222,0.19363997096725494,0.4876368746684558,4116167.08
